Date&StateName,Date&StateAbbr,Date,StateName,StateAbbr,PositiveTestCumm,NegativeTestCumm,TestAdminCumm,DeathsCumm,NewPosTest,NewNegTest,NewTestAdmin,NewDeaths,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Pop2020,density_p sq mi,UnemplRate2019,UnemplRateFeb2020,UnemplRateMar2020,UnemplMarvs19,UnemplMarvsFeb,MedianAge,StayAtHome_EffDate,NonEssBizClosure_EffDate,SchoolClosure_EffDate,StayAtHome_DaysSinceEff,NonEssBizClosure_DaysSinceEff,SchoolClosure_DaysSinceEff, PositiveTestCummPCT_ofTestAdmin , NegativeTestCummPCT_ofTestAdmin , DeathsCummPCT_ofTestAdmin , StatesLessThan10Deaths , DeathsLessMore10 ,DateReached10Deaths,DaysSince10DeathsCumm
43928Alabama,43928AL,4/7/2020,Alabama,AL,2119,12797,14916,56,151,0,151,6,-39,-11,-15,-31,-42,18,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,3,11,21, 0.14 , 0.86 , 0.00 ,Include,10 or more deaths,3/31/2020,7
43929Alabama,43929AL,4/8/2020,Alabama,AL,2369,16753,19122,66,250,3956,4206,10,-36,-9,-1,-30,-43,17,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,4,12,22, 0.12 , 0.88 , 0.00 ,Include,10 or more deaths,3/31/2020,8
43930Alabama,43930AL,4/9/2020,Alabama,AL,2769,18058,20827,74,400,1305,1705,8,-35,-4,5,-31,-43,18,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,5,13,23, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,3/31/2020,9
43931Alabama,43931AL,4/10/2020,Alabama,AL,2968,18058,21026,80,199,0,199,6,-34,-4,4,-37,-48,20,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,6,14,24, 0.14 , 0.86 , 0.00 ,Include,10 or more deaths,3/31/2020,10
43891Arkansas,43891AR,3/1/2020,Arkansas,AR,0,0,0,0,0,0,0,0,18,12,21,11,3,-2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-41,-23,-14, -   , -   , -   ,Include,Less than 10 deaths,4/1/2020,-31
43892Arkansas,43892AR,3/2/2020,Arkansas,AR,0,0,0,0,0,0,0,0,14,7,26,3,3,-1,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-40,-22,-13, -   , -   , -   ,Include,Less than 10 deaths,4/1/2020,-30
43893Arkansas,43893AR,3/3/2020,Arkansas,AR,0,0,0,0,0,0,0,0,22,15,58,4,3,-2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-39,-21,-12, -   , -   , -   ,Include,Less than 10 deaths,4/1/2020,-29
43894Arkansas,43894AR,3/4/2020,Arkansas,AR,0,0,0,0,0,0,0,0,15,9,36,3,4,-2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-38,-20,-11, -   , -   , -   ,Include,Less than 10 deaths,4/1/2020,-28
43895Arkansas,43895AR,3/5/2020,Arkansas,AR,0,0,0,0,0,0,0,0,17,12,80,6,3,-2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-37,-19,-10, -   , -   , -   ,Include,Less than 10 deaths,4/1/2020,-27
43896Arkansas,43896AR,3/6/2020,Arkansas,AR,0,6,6,0,0,6,6,0,13,8,73,6,3,-2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-36,-18,-9, -   , 1.00 , -   ,Include,Less than 10 deaths,4/1/2020,-26
43897Arkansas,43897AR,3/7/2020,Arkansas,AR,0,6,6,0,0,0,0,0,12,10,80,10,4,-2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-35,-17,-8, -   , 1.00 , -   ,Include,Less than 10 deaths,4/1/2020,-25
43898Arkansas,43898AR,3/8/2020,Arkansas,AR,0,6,6,0,0,0,0,0,16,13,78,12,3,-2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-34,-16,-7, -   , 1.00 , -   ,Include,Less than 10 deaths,4/1/2020,-24
43899Arkansas,43899AR,3/9/2020,Arkansas,AR,0,12,12,0,0,6,6,0,6,4,-5,2,1,2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-33,-15,-6, -   , 1.00 , -   ,Include,Less than 10 deaths,4/1/2020,-23
43900Arkansas,43900AR,3/10/2020,Arkansas,AR,0,12,12,0,0,0,0,0,13,11,84,6,3,-1,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-32,-14,-5, -   , 1.00 , -   ,Include,Less than 10 deaths,4/1/2020,-22
43901Arkansas,43901AR,3/11/2020,Arkansas,AR,0,12,12,0,0,0,0,0,12,14,61,2,4,-1,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-31,-13,-4, -   , 1.00 , -   ,Include,Less than 10 deaths,4/1/2020,-21
43902Arkansas,43902AR,3/12/2020,Arkansas,AR,6,24,30,0,6,12,18,0,14,33,69,4,2,-1,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-30,-12,-3, 0.20 , 0.80 , -   ,Include,Less than 10 deaths,4/1/2020,-20
43903Arkansas,43903AR,3/13/2020,Arkansas,AR,9,30,39,0,3,6,9,0,5,25,15,2,-2,2,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-29,-11,-2, 0.23 , 0.77 , -   ,Include,Less than 10 deaths,4/1/2020,-19
43904Arkansas,43904AR,3/14/2020,Arkansas,AR,12,65,77,0,3,35,38,0,-7,11,-21,-1,0,4,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-28,-10,-1, 0.16 , 0.84 , -   ,Include,Less than 10 deaths,4/1/2020,-18
43905Arkansas,43905AR,3/15/2020,Arkansas,AR,16,103,119,0,4,38,42,0,-5,14,-4,1,-4,3,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-27,-9,0, 0.13 , 0.87 , -   ,Include,Less than 10 deaths,4/1/2020,-17
43906Arkansas,43906AR,3/16/2020,Arkansas,AR,22,132,154,0,6,29,35,0,-6,13,-20,-6,-16,7,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-26,-8,1, 0.14 , 0.86 , -   ,Include,Less than 10 deaths,4/1/2020,-16
43907Arkansas,43907AR,3/17/2020,Arkansas,AR,22,197,219,0,0,65,65,0,-10,10,25,-6,-19,8,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-25,-7,2, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,4/1/2020,-15
43908Arkansas,43908AR,3/18/2020,Arkansas,AR,33,236,269,0,11,39,50,0,-12,8,50,-9,-22,8,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-24,-6,3, 0.12 , 0.88 , -   ,Include,Less than 10 deaths,4/1/2020,-14
43909Arkansas,43909AR,3/19/2020,Arkansas,AR,46,310,356,0,13,74,87,0,-18,10,17,-10,-24,10,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-23,-5,4, 0.13 , 0.87 , -   ,Include,Less than 10 deaths,4/1/2020,-13
43910Arkansas,43910AR,3/20/2020,Arkansas,AR,96,351,447,0,50,41,91,0,-23,12,30,-13,-26,11,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-22,-4,5, 0.21 , 0.79 , -   ,Include,Less than 10 deaths,4/1/2020,-12
43911Arkansas,43911AR,3/21/2020,Arkansas,AR,118,567,685,0,22,216,238,0,-33,2,23,-12,-14,8,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-21,-3,6, 0.17 , 0.83 , -   ,Include,Less than 10 deaths,4/1/2020,-11
43912Arkansas,43912AR,3/22/2020,Arkansas,AR,165,711,876,0,47,144,191,0,-41,-11,-26,-22,-26,9,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-20,-2,7, 0.19 , 0.81 , -   ,Include,Less than 10 deaths,4/1/2020,-10
43913Arkansas,43913AR,3/23/2020,Arkansas,AR,174,906,1080,0,9,195,204,0,-29,-7,17,-18,-32,13,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-19,-1,8, 0.16 , 0.84 , -   ,Include,Less than 10 deaths,4/1/2020,-9
43914Arkansas,43914AR,3/24/2020,Arkansas,AR,218,947,1165,0,44,41,85,0,-30,-9,52,-17,-35,14,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-18,0,9, 0.19 , 0.81 , -   ,Include,Less than 10 deaths,4/1/2020,-8
43915Arkansas,43915AR,3/25/2020,Arkansas,AR,280,1437,1717,2,62,490,552,2,-25,-5,108,-18,-35,12,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-17,1,10, 0.16 , 0.84 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-7
43916Arkansas,43916AR,3/26/2020,Arkansas,AR,335,1504,1839,3,55,67,122,1,-24,-4,133,-18,-36,12,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-16,2,11, 0.18 , 0.82 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-6
43917Arkansas,43917AR,3/27/2020,Arkansas,AR,381,1545,1926,3,46,41,87,0,-28,-7,88,-22,-36,13,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-15,3,12, 0.20 , 0.80 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-5
43918Arkansas,43918AR,3/28/2020,Arkansas,AR,404,2938,3342,5,23,1393,1416,2,-39,-14,-1,-26,-23,10,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-14,4,13, 0.12 , 0.88 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-4
43919Arkansas,43919AR,3/29/2020,Arkansas,AR,426,3027,3453,6,22,89,111,1,-29,-7,81,-22,-27,7,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-13,5,14, 0.12 , 0.88 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-3
43920Arkansas,43920AR,3/30/2020,Arkansas,AR,473,5262,5735,7,47,2235,2282,1,-31,-11,-19,-25,-34,14,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-12,6,15, 0.08 , 0.92 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-2
43921Arkansas,43921AR,3/31/2020,Arkansas,AR,523,5959,6482,8,50,697,747,1,-26,-6,36,-21,-35,13,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-11,7,16, 0.08 , 0.92 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-1
43922Arkansas,43922AR,4/1/2020,Arkansas,AR,584,7354,7938,10,61,1395,1456,2,-19,2,75,-18,-35,11,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-10,8,17, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,0
43923Arkansas,43923AR,4/2/2020,Arkansas,AR,643,7880,8523,12,59,526,585,2,-24,2,59,-21,-36,13,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-9,9,18, 0.08 , 0.92 , 0.00 ,Include,10 or more deaths,4/1/2020,1
43924Arkansas,43924AR,4/3/2020,Arkansas,AR,704,8995,9699,12,61,1115,1176,0,-28,3,6,-27,-36,15,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-8,10,19, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,2
43925Arkansas,43925AR,4/4/2020,Arkansas,AR,743,9627,10370,14,39,632,671,2,-42,-4,-32,-31,-25,12,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-7,11,20, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,3
43926Arkansas,43926AR,4/5/2020,Arkansas,AR,830,10412,11242,16,87,785,872,2,-36,-3,25,-33,-29,8,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-6,12,21, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,4
43927Arkansas,43927AR,4/6/2020,Arkansas,AR,875,11970,12845,16,45,1558,1603,0,-29,-6,15,-25,-36,13,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-5,13,22, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,5
43928Arkansas,43928AR,4/7/2020,Arkansas,AR,946,12692,13638,16,71,722,793,0,-30,-6,46,-24,-37,14,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-4,14,23, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,6
43929Arkansas,43929AR,4/8/2020,Arkansas,AR,1000,13530,14530,18,54,838,892,2,-25,-2,81,-24,-37,12,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-3,15,24, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,7
43930Arkansas,43930AR,4/9/2020,Arkansas,AR,1119,13832,14951,21,119,302,421,3,-25,0,58,-25,-38,13,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-2,16,25, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,8
43931Arkansas,43931AR,4/10/2020,Arkansas,AR,1171,15949,17120,23,52,2117,2169,2,-25,2,62,-30,-43,15,3038999,58.403,3.5,3.5,4.8,1.3,1.3,37.9,4/11/2020,3/24/2020,3/15/2020,-1,17,26, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/1/2020,9
43891Arizona,43891AZ,3/1/2020,Arizona,AZ,0,0,0,0,0,0,0,0,12,7,21,8,3,-1,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-30,-30,-15, -   , -   , -   ,Include,Less than 10 deaths,3/27/2020,-26
43892Arizona,43892AZ,3/2/2020,Arizona,AZ,0,0,0,0,0,0,0,0,8,4,4,4,3,0,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-29,-29,-14, -   , -   , -   ,Include,Less than 10 deaths,3/27/2020,-25
43893Arizona,43893AZ,3/3/2020,Arizona,AZ,0,0,0,0,0,0,0,0,9,8,11,6,3,-1,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-28,-28,-13, -   , -   , -   ,Include,Less than 10 deaths,3/27/2020,-24
43894Arizona,43894AZ,3/4/2020,Arizona,AZ,2,27,29,0,2,27,29,0,8,8,17,7,2,-1,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-27,-27,-12, 0.07 , 0.93 , -   ,Include,Less than 10 deaths,3/27/2020,-23
43895Arizona,43895AZ,3/5/2020,Arizona,AZ,2,28,30,0,0,1,1,0,9,6,22,5,2,-1,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-26,-26,-11, 0.07 , 0.93 , -   ,Include,Less than 10 deaths,3/27/2020,-22
43896Arizona,43896AZ,3/6/2020,Arizona,AZ,3,33,36,0,1,5,6,0,6,6,20,8,1,-1,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-25,-25,-10, 0.08 , 0.92 , -   ,Include,Less than 10 deaths,3/27/2020,-21
43897Arizona,43897AZ,3/7/2020,Arizona,AZ,5,44,49,0,2,11,13,0,4,5,18,9,1,-2,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-24,-24,-9, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,3/27/2020,-20
43898Arizona,43898AZ,3/8/2020,Arizona,AZ,5,44,49,0,0,0,0,0,9,4,22,7,1,-2,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-23,-23,-8, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,3/27/2020,-19
43899Arizona,43899AZ,3/9/2020,Arizona,AZ,5,44,49,0,0,0,0,0,9,4,32,4,-7,0,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-22,-22,-7, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,3/27/2020,-18
43900Arizona,43900AZ,3/10/2020,Arizona,AZ,6,51,57,0,1,7,8,0,6,3,4,2,-8,2,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-21,-21,-6, 0.11 , 0.89 , -   ,Include,Less than 10 deaths,3/27/2020,-17
43901Arizona,43901AZ,3/11/2020,Arizona,AZ,9,59,68,0,3,8,11,0,5,6,-14,-2,-10,3,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-20,-20,-5, 0.13 , 0.87 , -   ,Include,Less than 10 deaths,3/27/2020,-16
43902Arizona,43902AZ,3/12/2020,Arizona,AZ,9,82,91,0,0,23,23,0,6,15,-15,-6,-12,4,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-19,-19,-4, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,3/27/2020,-15
43903Arizona,43903AZ,3/13/2020,Arizona,AZ,9,94,103,0,0,12,12,0,0,20,-16,-7,-12,4,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-18,-18,-3, 0.09 , 0.91 , -   ,Include,Less than 10 deaths,3/27/2020,-14
43904Arizona,43904AZ,3/14/2020,Arizona,AZ,12,121,133,0,3,27,30,0,-5,18,-6,-2,-2,2,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-17,-17,-2, 0.09 , 0.91 , -   ,Include,Less than 10 deaths,3/27/2020,-13
43905Arizona,43905AZ,3/15/2020,Arizona,AZ,12,121,133,0,0,0,0,0,-2,16,15,-3,-4,1,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-16,-16,-1, 0.09 , 0.91 , -   ,Include,Less than 10 deaths,3/27/2020,-12
43906Arizona,43906AZ,3/16/2020,Arizona,AZ,18,125,143,0,6,4,10,0,0,22,13,-9,-19,5,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-15,-15,0, 0.13 , 0.87 , -   ,Include,Less than 10 deaths,3/27/2020,-11
43907Arizona,43907AZ,3/17/2020,Arizona,AZ,20,142,162,0,2,17,19,0,-9,20,9,-9,-24,8,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-14,-14,1, 0.12 , 0.88 , -   ,Include,Less than 10 deaths,3/27/2020,-10
43908Arizona,43908AZ,3/18/2020,Arizona,AZ,28,148,176,0,8,6,14,0,-23,6,-38,-21,-31,12,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-13,-13,2, 0.16 , 0.84 , -   ,Include,Less than 10 deaths,3/27/2020,-9
43909Arizona,43909AZ,3/19/2020,Arizona,AZ,44,175,219,0,16,27,43,0,-22,7,-8,-23,-33,13,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-12,-12,3, 0.20 , 0.80 , -   ,Include,Less than 10 deaths,3/27/2020,-8
43910Arizona,43910AZ,3/20/2020,Arizona,AZ,65,211,276,0,21,36,57,0,-28,6,-6,-25,-33,14,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-11,-11,4, 0.24 , 0.76 , -   ,Include,Less than 10 deaths,3/27/2020,-7
43911Arizona,43911AZ,3/21/2020,Arizona,AZ,104,240,344,1,39,29,68,1,-36,-1,-14,-26,-22,10,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-10,-10,5, 0.30 , 0.70 , 0.00 ,Include,Less than 10 deaths,3/27/2020,-6
43912Arizona,43912AZ,3/22/2020,Arizona,AZ,152,282,434,2,48,42,90,1,-37,-10,0,-33,-28,8,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-9,-9,6, 0.35 , 0.65 , 0.00 ,Include,Less than 10 deaths,3/27/2020,-5
43913Arizona,43913AZ,3/23/2020,Arizona,AZ,265,309,574,2,113,27,140,0,-31,-10,-3,-33,-37,13,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-8,-8,7, 0.46 , 0.54 , 0.00 ,Include,Less than 10 deaths,3/27/2020,-4
43914Arizona,43914AZ,3/24/2020,Arizona,AZ,357,313,670,5,92,4,96,3,-32,-9,0,-31,-39,15,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-7,-7,8, 0.53 , 0.47 , 0.01 ,Include,Less than 10 deaths,3/27/2020,-3
43915Arizona,43915AZ,3/25/2020,Arizona,AZ,450,323,773,6,93,10,103,1,-33,-11,-7,-32,-41,15,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-6,-6,9, 0.58 , 0.42 , 0.01 ,Include,Less than 10 deaths,3/27/2020,-2
43916Arizona,43916AZ,3/26/2020,Arizona,AZ,577,347,924,8,127,24,151,2,-34,-12,-9,-36,-42,16,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-5,-5,10, 0.62 , 0.38 , 0.01 ,Include,Less than 10 deaths,3/27/2020,-1
43917Arizona,43917AZ,3/27/2020,Arizona,AZ,736,7455,8191,13,159,7108,7267,5,-38,-14,-22,-39,-41,18,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-4,-4,11, 0.09 , 0.91 , 0.00 ,Include,10 or more deaths,3/27/2020,0
43918Arizona,43918AZ,3/28/2020,Arizona,AZ,873,7455,8328,15,137,0,137,2,-41,-15,-24,-37,-29,12,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-3,-3,12, 0.10 , 0.90 , 0.00 ,Include,10 or more deaths,3/27/2020,1
43919Arizona,43919AZ,3/29/2020,Arizona,AZ,919,12953,13872,17,46,5498,5544,2,-40,-17,-7,-41,-33,10,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-2,-2,13, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,3/27/2020,2
43920Arizona,43920AZ,3/30/2020,Arizona,AZ,1157,15602,16759,20,238,2649,2887,3,-30,-9,-6,-37,-42,14,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,-1,-1,14, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,3/27/2020,3
43921Arizona,43921AZ,3/31/2020,Arizona,AZ,1289,18082,19371,24,132,2480,2612,4,-33,-10,-17,-35,-44,16,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,0,0,15, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,3/27/2020,4
43922Arizona,43922AZ,4/1/2020,Arizona,AZ,1413,19645,21058,29,124,1563,1687,5,-38,-15,-20,-37,-47,17,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,1,1,16, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,3/27/2020,5
43923Arizona,43923AZ,4/2/2020,Arizona,AZ,1598,21111,22709,32,185,1466,1651,3,-38,-16,-17,-40,-47,18,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,2,2,17, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,3/27/2020,6
43924Arizona,43924AZ,4/3/2020,Arizona,AZ,1769,22904,24673,41,171,1793,1964,9,-38,-13,-21,-41,-46,19,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,3,3,18, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,3/27/2020,7
43925Arizona,43925AZ,4/4/2020,Arizona,AZ,2019,25141,27160,52,250,2237,2487,11,-44,-16,-36,-43,-34,13,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,4,4,19, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,3/27/2020,8
43926Arizona,43926AZ,4/5/2020,Arizona,AZ,2269,25141,27410,64,250,0,250,12,-43,-19,-23,-47,-37,11,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,5,5,20, 0.08 , 0.92 , 0.00 ,Include,10 or more deaths,3/27/2020,9
43927Arizona,43927AZ,4/6/2020,Arizona,AZ,2456,30078,32534,65,187,4937,5124,1,-38,-18,-18,-41,-47,17,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,6,6,21, 0.08 , 0.92 , 0.00 ,Include,10 or more deaths,3/27/2020,10
43928Arizona,43928AZ,4/7/2020,Arizona,AZ,2575,30800,33375,73,119,722,841,8,-38,-15,-18,-39,-48,17,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,7,7,22, 0.08 , 0.92 , 0.00 ,Include,10 or more deaths,3/27/2020,11
43929Arizona,43929AZ,4/8/2020,Arizona,AZ,2726,31838,34564,80,151,1038,1189,7,-39,-16,-27,-41,-49,18,7378494,64.955,4.7,4.5,5.5,0.8,1,37.4,3/31/2020,3/31/2020,3/16/2020,8,8,23, 0.08 , 0.92 , 0.00 ,Include,10 or more deaths,3/27/2020,12
